date,weekday,Speed inner1,Speed inner2,Speed inner3,Speed inner4,Speed inner5,Speed inner6,Speed inner7,Speed inner8,Speed outer,inner_speed
31.08.2023,4,0.797577062,0.777929201,0.827134959,0.78995708,0.775791129,0.826692819,0.811101234,0.726265538,0.777188676,0.791556128
01.09.2023,5,0.963820833,0.943333333,0.898658333,0.973133333,0.9087875,0.931683333,0.931683333,0.759254167,0.90440102,0.913794271
02.09.2023,6,0.95025,0.989583333,0.939745833,0.9437375,0.983975,0.939441667,0.939441667,0.722691667,0.921896854,0.926108333
03.09.2023,7,0.985625,1,0.930945833,0.981679167,0.977920833,0.977779167,0.977779167,0.774891667,0.946617602,0.950827604
04.09.2023,1,0.91695,0.8556625,0.870429167,0.9107125,0.910991667,0.954654167,0.954654167,0.849679167,0.898984524,0.902966667
05.09.2023,2,0.936829167,0.903391667,0.855370833,0.929491667,0.898804167,0.8897125,0.8897125,0.795466667,0.886859694,0.887347396
06.09.2023,3,0.9144125,0.90025,0.7911625,0.916458333,0.886279167,0.912145833,0.912145833,0.8021,0.884814031,0.879369271
07.09.2023,4,0.939145833,0.885383333,0.885675,0.947170833,0.874408333,0.885804167,0.884520833,0.820970833,0.881639286,0.890384896
08.09.2023,5,0.919433333,0.912483333,0.8818,0.927520833,0.905325,0.9251375,0.9251375,0.781495833,0.890455612,0.897291667
09.09.2023,6,0.956320833,0.9597,0.9368625,0.944391667,0.9759625,0.962154167,0.962154167,0.858404167,0.924900425,0.94449375
10.09.2023,7,0.975458333,0.989583333,0.959675,0.973208333,0.993591667,0.975258333,0.975258333,0.930691667,0.95656148,0.971590625
11.09.2023,1,0.921325,0.909020833,0.888945833,0.928191667,0.940804167,0.946858333,0.946858333,0.8697625,0.899200425,0.918970833
12.09.2023,2,0.884741667,0.9267375,0.865958333,0.883129167,0.913458333,0.9325625,0.9325625,0.825583333,0.89346335,0.895591667
13.09.2023,3,0.8784875,0.874020833,0.8102375,0.877166667,0.8760875,0.889945833,0.889945833,0.75235,0.866920748,0.856030208
14.09.2023,4,0.916670833,0.902808333,0.82115,0.908854167,0.855254167,0.942433333,0.942433333,0.780045833,0.875050255,0.88370625
15.09.2023,5,0.838591667,0.860925,0.8446,0.8383,0.9278875,0.877983333,0.877983333,0.814420833,0.867710034,0.860086458
16.09.2023,6,0.949570833,0.930995833,0.893883333,0.9430625,0.983591667,0.971633333,0.971633333,0.9329125,0.918851191,0.947160417
17.09.2023,7,0.957033333,0.938791667,0.940616667,0.9622375,0.972458333,0.968591667,0.968591667,0.869354167,0.943871684,0.947209375
18.09.2023,1,0.8929375,0.8897375,0.853195833,0.89685,0.910608333,0.919620833,0.919620833,0.781170833,0.883377551,0.882967708
19.09.2023,2,0.845375,0.860254167,0.824779167,0.844,0.877941667,0.957954167,0.957954167,0.7959375,0.877407483,0.870524479
20.09.2023,3,0.844333333,0.836658333,0.759245833,0.8365375,0.8296125,0.9275,0.9275,0.717354167,0.840094133,0.834842708
