date,weekday,Speed inner1,Speed inner2,Speed inner3,Speed inner4,Speed inner5,Speed inner6,Speed inner7,Speed inner8,Speed outer,inner_speed
16.07.2023,7,0.676775,0.71135,0.73,0.680225,0.741870833,0.696975,0.696975,0.741870833,0.693065869,0.709505208
17.07.2023,1,0.8375,0.807216667,0.9379125,0.920291667,0.8281375,0.971533333,0.971533333,0.829154167,0.836320745,0.887909896
18.07.2023,2,0.627548864,0.557545076,0.555610606,0.684027273,0.592452273,0.695011742,0.694252652,0.601320455,0.599169359,0.625971118
19.07.2023,3,0.6728,0.65986875,0.62465625,0.7042125,0.63335625,0.68810625,0.68810625,0.63335625,0.635607004,0.663057813
20.07.2023,4,0.752269387,0.812631034,0.830848674,0.853579708,0.775527089,0.809514457,0.847761337,0.798983523,0.799222179,0.810139401
21.07.2023,5,0.54485,0.57881,0.58667,0.69369,0.582935,0.67452,0.67452,0.582935,0.527314362,0.61486625
22.07.2023,6,0.66549,0.636686667,0.611318333,0.6815,0.661015833,0.721385833,0.721385833,0.660849167,0.647099397,0.669953958
23.07.2023,7,0.875661818,0.898653409,0.930087727,1,0.939438636,0.990279167,0.990279167,0.947855909,0.952262016,0.946531979
24.07.2023,1,0.845966667,0.818466667,0.901595833,0.9379875,0.8701875,0.9747,0.9747,0.869195833,0.873444149,0.8991
25.07.2023,2,0.858816667,0.84805,0.782704167,0.907945833,0.836620833,0.915691667,0.915691667,0.836620833,0.821809575,0.862767708
26.07.2023,3,0.614490833,0.575210833,0.5592,0.6167825,0.522221667,0.6828375,0.692558333,0.522221667,0.588677926,0.598190417
27.07.2023,4,0.877454167,0.881475,0.9392375,0.944141667,0.873133333,0.955729167,0.955729167,0.873133333,0.860156649,0.912504167
28.07.2023,5,0.886920833,0.9112375,0.840279167,0.980366667,0.891154167,0.9364125,0.9364125,0.8931375,0.875506472,0.909490104
29.07.2023,6,0.8842875,0.934179167,0.9229875,0.969958333,0.9318875,0.959820833,0.958520833,0.9318875,0.922690692,0.936691146
30.07.2023,7,0.915475,0.900816667,0.956320833,0.991279167,0.944883333,0.967716667,0.967716667,0.944883333,0.948031649,0.948636458
31.07.2023,1,0.65586875,0.683425,0.6859375,0.75,0.64275,0.73214375,0.73214375,0.64275,0.667543706,0.690627344
