date,weekday,84,85,86,87,88,89,90,91,92,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
02.05.2023,2,0.895645688,0.847866049,0.85470359,0.840166667,0.669913636,0.82009359,0.874948972,0.892102054,0.870886792,0.4506125,0.4506125,0.485284936,0.4506125,0.556572115,0.567027885,0.484665705,0.541599039,0.608677244,0.456034936,0.5731125,0.575485256,0.550754808,0.541599039,0.612708333,0.612708333,0.456034936,0.608677244,0.644704487,0.684694872,0.360732372,0.644935897,0.525257051,0.640233013,0.612708333,0.61527468,0.644704487,0.725065385,0.725065385,0.725065385,0.644935897,0.623255128,0.499517949,0.525257051,0.531463462,0.523221795,0.64033718,0.480282051,0.570083974,0.575161218,0.605915385,0.626030128,0.499517949,0.54470641,0.519747436,0.547792949,0.573783013,0.523221795,0.598398077,0.598398077,0.552625,0.512495513,0.548433013,0.499517949,0.572692308,0.503350321,0.658148718,0.642873077,0.64033718,0.598398077,0.566752885,0.548433013,0.814421882,0.572692308,0.503350321,0.545902564,0.637201282,0.602402564,0.64033718,0.578854808,0.566752885,0.655475321,0.669970192,0.545902564,0.637201282,0.603683333,0.537244231,0.579574039,0.465788141,0.598438782,0.598438782,0.526992949,0.555054487
03.05.2023,3,0.830751274,0.784407445,0.801172302,0.846833333,0.656875,0.736587081,0.797940147,0.836457197,0.79148429,0.734342857,0.734342857,0.801907143,0.734342857,0.844539881,0.898485119,0.801907143,0.851877381,0.918694048,0.914750595,0.893769643,0.848375595,0.815810119,0.844160714,0.890079167,0.890079167,0.914750595,0.918694048,0.964142857,0.948660714,0.617078571,0.948820833,0.764658333,0.865010714,0.890079167,0.872563691,0.964142857,0.982995833,0.982995833,0.982995833,0.948820833,0.909403571,0.778126191,0.764658333,0.841580952,0.794583333,0.928795833,0.895806548,0.815873214,0.778916667,0.925326786,0.909403571,0.775576191,0.866468452,0.792222024,0.903836905,0.878669048,0.794583333,0.880511905,0.880511905,0.912603571,0.793588095,0.815867857,0.783875595,0.850532738,0.820545833,0.937007143,0.9190125,0.928795833,0.879495238,0.832507738,0.815867857,0.758407806,0.851686905,0.820545833,0.866800595,0.9412375,0.896589286,0.929983333,0.817685714,0.831582738,0.891748214,0.847020238,0.866800595,0.9412375,0.896589286,0.782810714,0.815431548,0.80693631,0.874741667,0.874741667,0.832399405,0.877601191
04.05.2023,4,0.853579708,0.812631034,0.830848674,0.867833333,0.679809091,0.781507776,0.826692819,0.847761337,0.811101234,0.692929167,0.692929167,0.72605,0.692929167,0.852495833,0.818158333,0.725283333,0.823745833,0.833575,0.690625,0.852529167,0.755729167,0.810783333,0.820770833,0.835233333,0.835233333,0.690370833,0.8349125,0.927845833,0.931808333,0.622179167,0.870758333,0.7320125,0.8465625,0.826395833,0.864120833,0.927845833,0.976054167,0.976054167,0.976054167,0.870758333,0.900670833,0.762916667,0.7320125,0.843916667,0.813395833,0.933345833,0.71115,0.83515,0.796675,0.883333333,0.900670833,0.762916667,0.836004167,0.801445833,0.93125,0.856416667,0.813395833,0.845058333,0.845058333,0.7562875,0.8581375,0.830558333,0.762916667,0.823333333,0.773675,0.919133333,0.861454167,0.931804167,0.843025,0.843808333,0.8319,0.771717938,0.823333333,0.772725,0.800875,0.908283333,0.917945833,0.931804167,0.83825,0.843808333,0.916591667,0.888541667,0.800875,0.908283333,0.917945833,0.7845875,0.83825,0.794766667,0.865058333,0.865058333,0.820279167,0.8108125
05.05.2023,5,0.847447532,0.811747842,0.798527854,0.851,0.670479546,0.750793341,0.791452261,0.846556517,0.78277137,0.758329546,0.758329546,0.773251894,0.758329546,0.83757197,0.828992424,0.774297349,0.87234697,0.980186364,0.928173864,0.904487879,0.850979167,0.840823864,0.87234697,0.881706439,0.881706439,0.928173864,0.980186364,0.952331818,0.951968939,0.64026553,0.951972727,0.793140909,0.837223106,0.881706439,0.8515,0.952331818,0.989736364,0.989736364,0.989736364,0.951972727,0.914098864,0.792759091,0.793281061,0.779650379,0.815208712,0.918379546,0.937502273,0.839731061,0.785477652,0.887974242,0.914098864,0.792759091,0.871173106,0.79857803,0.889646591,0.934077273,0.815208712,0.9284625,0.9284625,0.988445455,0.833556061,0.802286742,0.792759091,0.798391288,0.848010985,0.931322727,0.946651515,0.918379546,0.9284625,0.864263636,0.800768561,0.755252092,0.798391288,0.848010985,0.86892197,0.907985606,0.907930682,0.917929546,0.839049242,0.862245455,0.928029924,0.919506061,0.86892197,0.907985606,0.907930682,0.776958333,0.840844697,0.798635606,0.846908333,0.846908333,0.831377273,0.802409091
06.05.2023,6,0.912379405,0.888391845,0.881575493,0.900333333,0.733506818,0.883761301,0.884387236,0.914732202,0.875140442,0.817470833,0.817470833,0.828495833,0.817470833,0.855766667,0.880779167,0.826629167,0.857641667,0.977145833,1,0.914570833,0.824670833,0.841458333,0.857641667,0.909208333,0.909208333,1,0.977145833,0.9309,0.973958333,0.7021,0.8839625,0.854329167,0.947375,0.909208333,0.897433333,0.9309,0.991379167,0.991379167,0.991379167,0.885695833,0.8935875,0.872104167,0.851683333,0.85605,0.856175,0.963795833,0.9685625,0.862195833,0.89675,0.903908333,0.8935875,0.871716667,0.899983333,0.843775,0.921645833,0.830895833,0.855208333,0.921370833,0.921370833,1,0.85315,0.836870833,0.8730625,0.867370833,0.852879167,0.954,0.9109625,0.971808333,0.921141667,0.905720833,0.836870833,0.830188435,0.867370833,0.852879167,0.93445,0.993054167,0.9284,0.971808333,0.862408333,0.914979167,0.938891667,0.922620833,0.93445,0.993054167,0.9258625,0.829408333,0.862408333,0.8666,0.953208333,0.953208333,0.864566667,0.9033625
07.05.2023,7,0.947458333,0.899865482,0.936891142,0.921166667,0.750322727,0.936088068,0.936969415,0.944689908,0.929804732,0.581345833,0.581345833,0.606675,0.581345833,0.6279,0.65459375,0.606675,0.668977083,0.7403875,0.7259125,0.6897875,0.710645833,0.603127083,0.668977083,0.666745833,0.666745833,0.7259125,0.7403875,0.735775,0.72355,0.48694375,0.75,0.599216667,0.690758333,0.666745833,0.691089583,0.735775,0.75,0.75,0.75,0.75,0.625408333,0.569697917,0.599216667,0.684954167,0.548420833,0.738425,0.730604167,0.635304167,0.59433125,0.737179167,0.625408333,0.569697917,0.615329167,0.677202083,0.6763125,0.662695833,0.548420833,0.685295833,0.685295833,0.74375,0.66,0.699302083,0.569697917,0.5675,0.660108333,0.704214583,0.694304167,0.738425,0.685295833,0.65381875,0.699302083,0.890108721,0.5675,0.660108333,0.68050625,0.741666667,0.705816667,0.738425,0.635304167,0.648264583,0.72318125,0.70676875,0.68050625,0.741666667,0.705816667,0.594154167,0.635304167,0.727804167,0.727433333,0.727433333,0.63534375,0.65695625
08.05.2023,1,0.880557589,0.839158722,0.858035138,0.879666667,0.703747727,0.824889489,0.844209765,0.888373946,0.837058582,0.78175,0.78175,0.7973125,0.78175,0.898204167,0.872945833,0.7973125,0.885991667,0.955945833,0.910458333,0.934316667,0.865141667,0.840579167,0.885991667,0.9141625,0.9217375,0.910458333,0.949366667,0.938466667,0.957516667,0.683333333,0.9545125,0.829304167,0.888233333,0.9204375,0.897579167,0.938670833,0.991666667,0.991666667,0.991666667,0.9545125,0.8815625,0.809679167,0.826841667,0.858958333,0.8111875,0.923854167,0.919279167,0.8647875,0.777883333,0.877820833,0.8815625,0.8108375,0.873266667,0.8262875,0.891791667,0.885791667,0.8111875,0.9115875,0.9115875,0.9094125,0.856266667,0.855,0.8108375,0.854358333,0.8001125,0.9222625,0.898033333,0.923854167,0.9115875,0.904633333,0.852129167,0.802935051,0.854358333,0.799216667,0.875395833,0.909291667,0.912570833,0.923854167,0.8608875,0.904633333,0.907579167,0.885195833,0.8767,0.909291667,0.912570833,0.797041667,0.860579167,0.794920833,0.852929167,0.8553125,0.824308333,0.831554167
09.05.2023,2,0.895645688,0.847866049,0.85470359,0.840166667,0.669913636,0.82009359,0.874948972,0.892102054,0.870886792,0.7604125,0.7604125,0.772808333,0.7604125,0.8955125,0.841804167,0.772808333,0.851679167,0.832579167,0.773883333,0.886208333,0.847229167,0.858558333,0.853170833,0.871404167,0.871404167,0.775341667,0.833141667,0.934329167,0.934704167,0.647316667,0.962916667,0.829858333,0.85065,0.869508333,0.8335375,0.935166667,0.991666667,0.991666667,0.991666667,0.964166667,0.906658333,0.84415,0.828370833,0.821479167,0.7922875,0.947504167,0.810041667,0.845770833,0.773354167,0.8869875,0.906658333,0.842166667,0.916695833,0.822841667,0.895833333,0.888345833,0.7922875,0.818370833,0.818370833,0.7864,0.872116667,0.8261375,0.840679167,0.822816667,0.801420833,0.901058333,0.8603125,0.947504167,0.818370833,0.880645833,0.8261375,0.814421882,0.822816667,0.801420833,0.847620833,0.892770833,0.916375,0.947504167,0.848420833,0.8732375,0.877679167,0.903179167,0.847620833,0.892433333,0.924708333,0.819395833,0.848420833,0.76785,0.8888,0.8888,0.80875,0.8826875
10.05.2023,3,0.830751274,0.784407445,0.801172302,0.846833333,0.656875,0.736587081,0.797940147,0.836457197,0.79148429,0.526076786,0.526076786,0.5574,0.526076786,0.725271429,0.655355952,0.5574,0.6275,0.582,0.542157143,0.659507143,0.628321429,0.668521429,0.63015,0.6662,0.6662,0.542157143,0.582,0.709671429,0.714285714,0.541778571,0.682742857,0.595971429,0.641871429,0.6662,0.593316667,0.709671429,0.718557143,0.718557143,0.718557143,0.682742857,0.694445833,0.585514286,0.595971429,0.625,0.643521429,0.707164286,0.541364286,0.617671429,0.590171429,0.680328571,0.694445833,0.585514286,0.654285714,0.612951786,0.660714286,0.661592857,0.643521429,0.576278571,0.576278571,0.564542857,0.577207143,0.615907143,0.585514286,0.661428571,0.608035714,0.682957143,0.655235714,0.707164286,0.576278571,0.70745,0.615907143,0.758407806,0.661428571,0.608035714,0.632078571,0.692285714,0.675614286,0.707164286,0.619971429,0.70745,0.685521429,0.659821429,0.632078571,0.692285714,0.675614286,0.6413,0.619971429,0.552564286,0.626742857,0.626742857,0.6164,0.571055952
