date,weekday,inner_speed1_au,inner_speed2_au,inner_speed3_au,inner_speed4_au,inner_speed5_au,inner_speed6_au,inner_speed7_au,inner_speed8_au,outer_speed_au,inner_speed1_wp,inner_speed2_wp,inner_speed3_wp,inner_speed4_wp,inner_speed5_wp,inner_speed6_wp,inner_speed7_wp,inner_speed8_wp,outer_speed_wp
25.08.2023,5,0.710966667,0.6915,0.612326389,0.722694444,0.694554167,0.683333333,0.683333333,0.573425,0.661754478,0.634829167,0.678798611,0.672961111,0.683145833,0.670652778,0.701583333,0.711505556,0.659541667,0.67869805
26.08.2023,6,0.9618875,0.981475,0.9341125,0.9618875,0.982370833,0.980904167,0.980904167,0.9461375,0.949682993,0.9238,0.975379167,0.969166667,0.970925,0.9596875,0.959191667,0.950858333,0.9596875,0.961228812
27.08.2023,7,0.982166667,0.980466667,0.9919375,0.9886375,1,1,1,0.9096125,0.965121003,0.931075,0.9146125,0.986666667,1,0.9691,0.975820833,0.975820833,0.979020833,0.974343262
28.08.2023,1,0.869266601,0.842359881,0.840858315,0.825392707,0.854261985,0.844209765,0.837058582,0.781056228,0.830134427,0.810489752,0.839158722,0.858035138,0.880557589,0.857166902,0.891822076,0.888373946,0.860565533,0.844078024
29.08.2023,2,0.886233372,0.844109711,0.841590524,0.82197507,0.837765919,0.874948972,0.870886792,0.773497799,0.833493051,0.819621676,0.847866049,0.85470359,0.895645688,0.840797981,0.886210116,0.892102054,0.867352969,0.846713496
30.08.2023,3,0.831811364,0.819996918,0.798324786,0.781714376,0.802483622,0.797940147,0.79148429,0.73918915,0.799463835,0.795276037,0.784407445,0.801172302,0.830751274,0.809525211,0.868852765,0.836457197,0.828295335,0.808543146
31.08.2023,4,0.797577062,0.777929201,0.827134959,0.78995708,0.775791129,0.826692819,0.811101234,0.726265538,0.777188676,0.752269387,0.812631034,0.830848674,0.853579708,0.775527089,0.809514457,0.847761337,0.798983523,0.799222179
01.09.2023,5,0.963820833,0.943333333,0.898658333,0.973133333,0.9087875,0.931683333,0.931683333,0.759254167,0.90440102,0.877529167,0.8974,0.918054167,0.967795833,0.980691667,0.9617625,0.960420833,0.980691667,0.942429699
02.09.2023,6,0.95025,0.989583333,0.939745833,0.9437375,0.983975,0.939441667,0.939441667,0.722691667,0.921896854,0.933008333,0.93215,0.8779125,0.969708333,0.947325,0.989245833,0.975804167,0.947325,0.945167198
03.09.2023,7,0.985625,1,0.930945833,0.981679167,0.977920833,0.977779167,0.977779167,0.774891667,0.946617602,0.920608333,0.9277,0.921458333,0.990079167,0.969075,0.9725375,0.9725375,0.969075,0.96721844
04.09.2023,1,0.91695,0.8556625,0.870429167,0.9107125,0.910991667,0.954654167,0.954654167,0.849679167,0.898984524,0.874416667,0.945566667,0.9523625,0.9256625,0.912729167,0.946954167,0.947891667,0.9117375,0.919773404
05.09.2023,2,0.936829167,0.903391667,0.855370833,0.929491667,0.898804167,0.8897125,0.8897125,0.795466667,0.886859694,0.881795833,0.911066667,0.90625,0.947258333,0.937058333,0.900908333,0.900908333,0.937058333,0.911042465
06.09.2023,3,0.9144125,0.90025,0.7911625,0.916458333,0.886279167,0.912145833,0.912145833,0.8021,0.884814031,0.8714,0.8969,0.889375,0.918604167,0.917154167,0.941295833,0.941295833,0.910495833,0.90881445
07.09.2023,4,0.939145833,0.885383333,0.885675,0.947170833,0.874408333,0.885804167,0.884520833,0.820970833,0.881639286,0.893166667,0.9028375,0.910975,0.950604167,0.877170833,0.9504375,0.953125,0.877170833,0.903847961
08.09.2023,5,0.919433333,0.912483333,0.8818,0.927520833,0.905325,0.9251375,0.9251375,0.781495833,0.890455612,0.883320833,0.926879167,0.8795125,0.963729167,0.939316667,0.963195833,0.963195833,0.939316667,0.907833156
09.09.2023,6,0.956320833,0.9597,0.9368625,0.944391667,0.9759625,0.962154167,0.962154167,0.858404167,0.924900425,0.9025125,0.983366667,0.925833333,0.982558333,0.93165,0.961645833,0.961645833,0.93165,0.942400532
10.09.2023,7,0.975458333,0.989583333,0.959675,0.973208333,0.993591667,0.975258333,0.975258333,0.930691667,0.95656148,0.961454167,0.936508333,0.9861125,0.981358333,0.9654375,1,1,0.9654375,0.968520479
11.09.2023,1,0.921325,0.909020833,0.888945833,0.928191667,0.940804167,0.946858333,0.946858333,0.8697625,0.899200425,0.901966667,0.936925,0.918541667,0.948020833,0.893220833,0.9472625,0.9472625,0.893220833,0.907761525
12.09.2023,2,0.884741667,0.9267375,0.865958333,0.883129167,0.913458333,0.9325625,0.9325625,0.825583333,0.89346335,0.880870833,0.9571,0.87035,0.943895833,0.889125,0.918829167,0.918408333,0.890395833,0.901217642
13.09.2023,3,0.8784875,0.874020833,0.8102375,0.877166667,0.8760875,0.889945833,0.889945833,0.75235,0.866920748,0.885625,0.859195833,0.891,0.9083125,0.7819125,0.929179167,0.930566667,0.780641667,0.867574025
14.09.2023,4,0.916670833,0.902808333,0.82115,0.908854167,0.855254167,0.942433333,0.942433333,0.780045833,0.875050255,0.895654167,0.934041667,0.874133333,0.9459875,0.828554167,0.961679167,0.961679167,0.8267,0.89391445
15.09.2023,5,0.838591667,0.860925,0.8446,0.8383,0.9278875,0.877983333,0.877983333,0.814420833,0.867710034,0.84615,0.9227625,0.867708333,0.953625,0.873991667,0.935820833,0.935820833,0.872975,0.89504211
16.09.2023,6,0.949570833,0.930995833,0.893883333,0.9430625,0.983591667,0.971633333,0.971633333,0.9329125,0.918851191,0.913029167,0.942933333,0.923683333,0.966475,0.915095833,1,1,0.914891667,0.944786791
17.09.2023,7,0.957033333,0.938791667,0.940616667,0.9622375,0.972458333,0.968591667,0.968591667,0.869354167,0.943871684,0.894725,0.931079167,0.955416667,0.9920625,0.919516667,0.970608333,0.970608333,0.9185,0.954928635
18.09.2023,1,0.8929375,0.8897375,0.853195833,0.89685,0.910608333,0.919620833,0.919620833,0.781170833,0.883377551,0.8406875,0.8717125,0.883654167,0.965483333,0.899391667,0.9684625,0.978183333,0.899391667,0.900546011
19.09.2023,2,0.845375,0.860254167,0.824779167,0.844,0.877941667,0.957954167,0.957954167,0.7959375,0.877407483,0.879425,0.8615,0.892570833,0.9429875,0.831891667,0.934858333,0.929795833,0.831891667,0.889543351
20.09.2023,3,0.844333333,0.836658333,0.759245833,0.8365375,0.8296125,0.9275,0.9275,0.717354167,0.840094133,0.844266667,0.8240375,0.866258333,0.905933333,0.768670833,0.938341667,0.945783333,0.768670833,0.840464894
